,index,Global_Idx,Block,Local_Idx,Speaker,Pulse_Samp,Pulse_Time,EstimatedTimeOut,MCS_Time,est_frame_time,closest_frame,frame,blue_x,red_x,blue_y,red_y,head_x,head_y,blue_zero_x,blue_zero_y,head_angle,speak_xpix,speak_ypix,h2s_x,h2s_y,h2s_distance,h2s_theta
88,764,765,9,18,9,542575,12.303288,556.286288,573.9921,568.3531,14209,14209,238.01545988149,239.641580298486,203.807999605513,212.167582480455,238.828520089988,207.987791042984,-0.8130602084980012,-4.179791437470982,-3.3337151274919297,339.6,160.2,-108.04213519457129,27.666968728428497,111.52831091710239,2.890903880810513
89,228,229,2,63,10,1856852,42.105488,163.812488,181.5615,175.9225,4398,4398,270.135662742517,264.059862480693,410.439348752508,298.317540587157,267.09776261160505,354.3784446698325,3.0379001309119644,56.060904082675506,-0.05413633320423994,344.2,223.5,84.07110031684836,-126.51471211288131,151.90102794086292,-0.9842838511107828
90,382,383,4,51,10,1485734,33.690113,276.058113,293.79735,288.15835,7204,7204,194.132156258017,198.973287258085,195.274493788464,297.951060322157,196.552721758051,246.61277705531052,-2.4205655000340016,-51.3382832668465,-3.1887070884354314,344.2,223.5,-148.57197966085934,16.133384490465527,149.44537207777293,3.0334267936108543
91,416,417,5,2,10,87085,1.974717,304.655717,322.4539,316.8149,7920,7920,241.24914446738,247.509325593045,427.07030431491,297.213406304909,244.3792350302125,362.1418553099095,-3.1300905628324927,64.92844900500052,0.04817101235268351,344.2,223.5,93.02903702725834,-143.28763879940385,170.83837145948047,-0.9949507981421033
92,547,548,6,50,10,1472213,33.383515,396.485515,414.23485,408.59585,10215,10215,304.708802353483,312.294388461247,361.14843680364,292.64131223238,308.501595407365,326.89487451801,-3.792793053882008,34.25356228562998,0.11027774556529724,344.2,223.5,24.102499999650494,-106.69557470120934,109.38407638707974,-1.3486256872008895
93,569,570,6,72,10,2087820,47.342857,410.444857,428.19425,422.55525,10564,10564,287.019064920225,281.717834764324,423.340465108728,430.745266640333,284.36844984227446,427.0428658745305,2.6506150779505333,-3.7024007658025084,-2.520263212820659,344.2,223.5,69.83634151259875,200.33072167500725,212.154454685009,1.2353645854526094
94,737,738,8,74,10,2151935,48.796712,532.482712,550.20645,544.56745,13614,13614,396.825074171911,381.882634531807,135.725750291328,141.21644646038,389.353854351859,138.471098375854,7.471219820051999,-2.7453480845260003,-1.9229371484463602,344.2,223.5,-64.23730088976316,-71.71020742290199,96.27452765003625,-2.301280696353371
95,236,237,2,71,22,2069695,46.931859,168.638859,186.3879,180.7489,4519,4519,270.371529293589,274.570627318298,407.824556337099,300.901760781364,272.4710783059435,354.36315855923147,-2.099549012354487,53.461397777867546,0.039252071827944324,269.0,226.5,-8.486009854302058,-127.62845818273387,127.91026425330048,-1.6371885541735105
96,238,239,2,73,22,2126541,48.220884,169.927884,187.67695,182.03795,4551,4551,264.88553972714,262.158452809662,414.038462294366,420.9611360283,263.521996268401,417.49979916133304,1.3635434587390023,-3.461336866967031,-2.766325204220549,269.0,226.5,64.90872248230784,179.71585781524044,191.0783394436768,1.224201695209135
97,376,377,4,45,22,1330948,30.180227,272.548227,290.28745,284.64845,7116,7116,200.852295174939,156.032020319168,68.6029229142367,297.630294046844,178.4421577470535,183.11660848054038,22.410137427885502,-114.51368556630368,-2.94833671237773,269.0,226.5,-97.2040356184892,-25.18366360797696,100.41335296284186,-2.8880861284356447
98,419,420,5,5,22,148728,3.372517,306.053517,323.8517,318.2127,7955,7955,240.112101876205,245.778648136281,426.675262178515,297.190923649784,242.945375006243,361.9330929141495,-2.833273130038009,64.74216926436554,0.04373450140882995,269.0,226.5,20.108500756658934,-136.44271448918553,137.91651873455172,-1.4244727654181835
99,440,441,5,26,22,750572,17.019773,319.700773,337.499,331.86,8297,8297,235.288275057763,224.724353978006,432.101014023766,294.573203085286,230.0063145178845,363.337108554526,5.281960539878497,68.76390546924,-0.0766624416957633,269.0,226.5,49.35915054371598,-133.4487768495615,142.28458027854347,-1.2165277826987166
100,445,446,5,31,22,898622,20.376916,323.057916,340.85615,335.21715,8380,8380,232.44072693513,218.286193221544,433.099283915947,441.105016497224,225.363460078337,437.1021502065855,7.077266856792988,-4.002866290638508,-2.0855337265634173,269.0,226.5,161.83020833034107,141.66296961355326,215.07536652990296,0.7190453267294288
101,529,530,6,32,22,976839,22.150544,385.252544,403.00185,397.36285,9934,9934,318.139790074432,317.227420238847,369.409152992311,358.564955093364,317.6836051566395,363.9870540428375,0.456184917792541,5.422098949473536,-0.08393669833251849,269.0,226.5,-36.98554551902902,-141.08455926530556,145.85192299186764,-1.8271787057583362
102,579,580,6,82,22,2358962,53.491202,416.593202,434.3426,428.7036,10718,10718,287.94448212922,282.325484661076,422.52346270993,430.96539224298,285.13498339514797,426.74442747645503,2.809498734072008,-4.2209647665250145,-2.554324838793142,269.0,226.5,124.38485803712614,157.75479553921312,200.89342553835593,0.9031257768634087
103,668,669,8,5,22,167144,3.790113,487.476113,505.19975,499.56075,12489,12489,371.499838741213,364.800677282341,411.427868611485,403.006478239022,368.150258011777,407.21717342525346,3.3495807294360134,4.210695186231533,-0.6719870407998969,269.0,226.5,34.91045185144663,-203.15198937284103,206.12974175168193,-1.4006145055260548
104,782,783,9,36,22,1064603,24.140658,568.123658,585.8295,580.1905,14505,14505,247.343241620602,238.266531947154,440.895071061367,297.636335563939,242.80488678387798,369.265703312653,4.538354836724011,71.629367748714,-0.06327427875200242,269.0,226.5,35.1700632591831,-140.8236366847092,145.14899241387076,-1.3260572495062557
105,297,298,3,49,39,1422831,32.263741,214.256741,231.9989,226.3599,5659,5659,381.059760901053,376.307500523387,408.373974295764,403.11463743118,378.68363071221995,405.744305863472,2.376130188833031,2.6296684322920214,-0.7347924970197958,272.7,338.6,-33.620889971874924,-120.8739986363104,125.46269480938025,-1.842087068998687
106,388,389,4,57,39,1647062,37.348345,279.716345,297.4556,291.8166,7295,7295,176.195390182003,170.920081035219,166.842282819207,301.235673978698,173.55773560861098,234.0389783989525,2.6376545733920125,-67.1966955797455,-3.1023600526147375,272.7,338.6,-103.16712301046014,-100.59195075477658,144.09092902367868,-2.368832136766595
107,450,451,5,36,39,1060484,24.047256,326.728256,344.5265,338.8875,8472,8472,223.866517719738,217.950816399651,429.552945639133,288.175774458318,220.9086670596945,358.86436004872553,2.957850660043505,70.68858559040746,-0.04181900339226585,272.7,338.6,52.593240806174734,-18.081412484141627,55.61462447880014,-0.33113834861124475
108,532,533,6,35,39,1049386,23.795601,386.897601,404.6469,399.0079,9975,9975,305.409845226476,314.009803138917,351.943379260641,355.914128702523,309.7098241826965,353.92875398158196,-4.299978956220457,-1.9853747209409676,-4.279833773112402,272.7,338.6,1.597284679701479,40.02682183628824,40.0586792675691,1.5309121302265054
109,652,653,7,72,39,2101632,47.656054,471.068054,488.7866,483.1476,12079,12079,299.596280065194,293.410076893227,422.374939408289,296.994676432793,296.5031784792105,359.684807920541,3.0931015859835043,62.690131487747976,-0.04929955057861912,272.7,338.6,-22.735207628628014,-22.232201079569958,31.79874888669768,-2.367380048470153
110,669,670,8,6,39,206834,4.690113,488.376113,506.09975,500.46075,12512,12512,330.28276060916,332.51887879683,389.782646622314,379.560620282293,331.400819702995,384.67163345230347,-1.1180590938350292,5.111013170010551,0.21536236079049575,272.7,338.6,-67.19034737250105,-32.4628843870901,74.62158965585587,-2.6915172752924734
111,727,728,8,64,39,1854865,42.060431,525.746431,543.47015,537.83115,13446,13446,413.069332394697,416.046865481538,160.665663531874,171.129155555992,414.5580989381175,165.897409543933,-1.4887665434204678,-5.231746012059006,-3.418828512980448,272.7,338.6,183.7097114223271,-127.28176190522365,223.49475381890454,-0.6059056109108276
112,736,737,8,73,39,2126783,48.226372,531.912372,549.6361,543.9971,13600,13600,397.439466164889,380.849550321222,148.67486668374,149.093011512558,389.1445082430555,148.883939098149,8.294957921833486,-0.20907241440900748,-1.595995750358121,272.7,338.6,-186.72180426255204,-121.18776785228397,222.60167848442174,-2.565900706407181
113,787,788,9,41,39,1217257,27.6022,571.5852,589.2911,583.6521,14591,14591,216.532045902562,222.286474445074,373.707305611762,362.065712444504,219.40926017381798,367.886509028133,-2.87721427125598,5.820796583629033,0.4590764636683877,272.7,338.6,34.795680439493125,-49.86845881947236,60.8079152929677,-0.9615825212552049
114,346,347,4,15,8,479963,10.883515,253.251515,270.9907,265.3517,6634,6634,401.078132379023,393.168584271436,212.135262183138,298.056939406234,397.12335832522945,255.09610079468598,3.9547740537935283,-42.960838611547985,-3.049796043478429,344.6,277.3,50.266835249665256,-26.925110652756878,57.02382229980898,-0.4917542829117645
115,360,361,4,29,8,867704,19.675828,262.043828,279.783,274.144,6854,6854,389.280238508444,402.551510217463,70.4291872803158,288.129681526376,395.91587436295345,179.27943440334587,-6.635635854509474,-108.85024712303007,-3.202478452111249,344.6,277.3,57.18516144987225,-94.71645871481073,110.64063557989171,-1.027623264919301
116,413,414,4,82,8,2389735,54.189002,296.557002,314.2963,308.6573,7716,7716,201.636100775571,191.754238988582,428.670482815614,296.159438370289,196.6951698820765,362.4149605929515,4.94093089349451,66.25552222266248,-0.07443609073131774,344.6,277.3,153.82504467655573,-73.87997644292483,170.64699027217415,-0.4477521881287637
117,505,506,6,8,8,258348,5.858231,368.960231,386.7095,381.0705,9527,9527,379.551973978178,371.927991119998,390.733992773546,385.827819005939,375.73998254908804,388.2809058897425,3.8119914290899715,2.4530868838035076,-0.9989910465875005,344.6,277.3,76.47523072650179,-86.24383497151376,115.26690758958263,-0.8453597547088842
118,528,529,6,31,8,947811,21.492313,384.594313,402.3436,396.7046,9918,9918,327.399751341231,326.149738526125,365.001584313743,355.373415262285,326.774744933678,360.187499788014,0.6250064075530304,4.814084525729015,-0.12910656190403613,344.6,277.3,28.348516860287646,-79.90268412956755,84.78252968204865,-1.2298623754485754
119,551,552,6,54,8,1574031,35.692313,398.794313,416.54365,410.90465,10273,10273,318.21211492163,312.684830863979,409.906852990647,403.540907530662,315.4484728928045,406.7238802606545,2.7636420288255295,3.182972729992514,-0.7149988277175859,344.6,277.3,106.86457896617138,-78.61497361691794,132.66631944244847,-0.6342539541652871
120,591,592,7,11,8,352945,8.003288,431.415288,449.13375,443.49475,11087,11087,289.827684064175,285.540184976285,416.001477885637,298.236804064552,287.68393452022997,357.1191409750945,2.1437495439450345,58.88233691054245,-0.03639127169008205,344.6,277.3,59.78246092009985,-77.69550271435419,98.03332992252933,-0.9149657609520864
121,659,660,7,79,8,2319369,52.593401,476.005401,493.724,488.085,12202,12202,420.01815764301,382.582987002742,391.112971151615,298.889057033279,401.300572322876,345.001014092447,18.717585320133992,46.11195705916799,-0.3855960277720527,344.6,277.3,-27.07417239350115,-84.05576363399703,88.30844926102709,-1.8824010052804332
122,790,791,9,44,8,1296831,29.406599,573.389599,591.0955,585.4565,14636,14636,199.974266109855,195.188851111318,373.656070138373,364.751980313239,197.5815586105865,369.20402522580605,2.3927074992684823,4.452044912566976,-0.4931491885481263,344.6,277.3,173.00823038639376,-11.35447840486315,173.38042554244123,-0.0655357156119778
